policy_id,country_iso,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,impact_indicators,last_update,requested_country,combined_text,resilience,matching_metadata
211004576,ARE,National Renewable Energy Resource Assessment and Mapping (Atlas) United Arab Emirates (2011),National Renewable Energy Resource Assessment and Mapping (Atlas),Country,,United Arab Emirates,,,"Policy support, Research &amp; Development and Deployment (RD&amp;D)","Transport, Electricity and heat, Renewables",,Renewables,,In force,2011.0,,,,Mitigation,https://www.iea.org/policies/5217-national-renewable-energy-resource-assessment-and-mapping-atlas?country=United%20Arab%20Emirates&amp;topic=Renewable%20Energy,,,ARE, Mitigation,0,
211004577,NGA,National Renewable Energy and Energy Efficiency Policy Nigeria (2015),National Renewable Energy and Energy Efficiency Policy,Country,,Nigeria,,,Strategic planning,"Electricity and heat, Renewables",,"Energy efficiency, Renewables",,In force,2015.0,,,High,Mitigation,http://admin.theiguides.org/Media/Documents/NREEE%20POLICY%202015-%20FEC%20APPROVED%20COPY.pdf,,"<time datetime=""2023-02-07T12:00:00Z"">07/02/2023</time>
",NGA, Mitigation,0,
211004578,KWT,National Renewable Resource Assessment Mapping Kuwait (2011),National Renewable Resource Assessment Mapping,Country,,Kuwait,,,"Information and education, Advice or aid in implementation, Information provision, Research &amp; Development and Deployment (RD&amp;D), Research programme",Electricity and heat,,Renewables,,In force,2011.0,,,,Mitigation,https://www.iea.org/policies/5540-national-renewable-resource-assessment-mapping,,,KWT, Mitigation,0,
211004579,BGR,National Renovation Programme for Residential Buildings 2006 - 2020 Bulgaria (2006),National Renovation Programme for Residential Buildings 2006 - 2020,Country,,Bulgaria,,,Building codes and standards,Buildings,Target: multi-family residential building. Expected average energy savings: in the region of 25-35 kWh/m2 TFA/y.,Energy efficiency,,In force,2006.0,,,Unknown,Mitigation,https://ec.europa.eu/energy/sites/ener/files/documents/2014_neeap_en_bulgaria.pdf,,,BGR,Target: multi-family residential building. Expected average energy savings: in the region of 25-35 kWh/m2 TFA/y. Mitigation,0,
211004580,IRN,National Rules of Procedure for Implementation of the UNFCCC and the Kyoto Protocol Iran (2009),National Rules of Procedure for Implementation of the UNFCCC and the Kyoto Protocol,Country,,Iran,,,Strategic planning,General,Executive,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2009.0,,,,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/national-rules-of-procedure-for-implementation-of-the-unfccc-and-the-kyoto-protocol/,,,IRN,Executive Mitigation,0,
211004581,TZA,National Strategy For Reduced Emissions from Deforestation and Forest Degradation (REDD ) Tanzania (2013),National Strategy For Reduced Emissions from Deforestation and Forest Degradation (REDD ),Country,,"Tanzania, United Republic of",,,"Policy support, Strategic planning",Agriculture and forestry,Executive,Non-energy use,,In force,2013.0,,,,Mitigation,https://static1.squarespace.com/static/566f0f00d8af100a22fb3bfd/t/585402ce20099e49d45846c1/1481900752225/2ND_DRAFT_NATIONAL_REDD_STRATEGY.OfficeOfTheVicePresidentpdf.pdf,,,TZA,Executive Mitigation,0,
211004582,BDI,National Strategy and Action Plan on Climate Change Burundi (2013),National Strategy and Action Plan on Climate Change,Country,,Burundi,,,"Climate strategy, Political &amp; non-binding climate strategy",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2013.0,,,Unknown,"Mitigation, Adaptation",https://www.afdb.org/en/documents/burundi-national-climate-change-profile,,,BDI," Mitigation, Adaptation",0,
211004583,BGR,National Strategy for Development of the Forest Sector 2013 - 2020 Bulgaria (2013),National Strategy for Development of the Forest Sector 2013 - 2020,Country,,Bulgaria,,,Strategic planning,"Agriculture and forestry, Forestry","3 strategic goals: 1. Ensure sustainable development of the forestry sector by achieving an optimal balance between environmental functions and provision of long-term economic benefits and services; 2. Enhance the role of forests in the economic growth of the country and balanced regional socio-economic development; 3. Increase the contribution of the forest sector in the green economy.The corresponding priorities, highligted in the document, are: 1. Maintaining healthy, productive and multifunctional forest ecosystems that contribute to mitigating climate change; 2. Conservation, restoration and maintenance of biological and landscape diversity in forest areas; 3. Enhancing the vitality and competitiveness of the forest sector; 4. Exploiting the potential of the forest sector to contribute to development of green economy.",Non-energy use,,In force,2013.0,,,Unknown,"Mitigation, Adaptation, Land use, Economic development",www.seerural.org/wp-content/uploads/2015/03/Bulgarian_Forest_sector.compressed.pdf,,,BGR,"3 strategic goals: 1. Ensure sustainable development of the forestry sector by achieving an optimal balance between environmental functions and provision of long-term economic benefits and services; 2. Enhance the role of forests in the economic growth of the country and balanced regional socio-economic development; 3. Increase the contribution of the forest sector in the green economy.The corresponding priorities, highligted in the document, are: 1. Maintaining healthy, productive and multifunctional forest ecosystems that contribute to mitigating climate change; 2. Conservation, restoration and maintenance of biological and landscape diversity in forest areas; 3. Enhancing the vitality and competitiveness of the forest sector; 4. Exploiting the potential of the forest sector to contribute to development of green economy. Mitigation, Adaptation, Land use, Economic development",1,Diversity (System Attribute)
211004585,ZMB,National Strategy for Reducing Emissions from Deforestation and Forest Degradation Zambia (2015),National Strategy for Reducing Emissions from Deforestation and Forest Degradation,Country,,Zambia,,,Strategic planning,"Agriculture and forestry, Forestry","This strategy aims at reducing emissions from Zambian forests, notably thanks to improved land management, inclusion of communities into sustainable agricultural and forestry activities, and adoption of more sustainable mining and energy practices. The strategy calls for ensuring equitable sharing of both carbon and non-carbon benefits among stakeholders.",Non-energy use,,In force,2015.0,,,Unknown,Mitigation,https://www.fao.org/forestry/energy/catalogue/search/detail/en/c/1270611/,,,ZMB,"This strategy aims at reducing emissions from Zambian forests, notably thanks to improved land management, inclusion of communities into sustainable agricultural and forestry activities, and adoption of more sustainable mining and energy practices. The strategy calls for ensuring equitable sharing of both carbon and non-carbon benefits among stakeholders. Mitigation",0,
211004586,YEM,National Strategy for Renewable Energy and Energy Efficiency Yemen (2009),National Strategy for Renewable Energy and Energy Efficiency,Country,,Yemen,,,Strategic planning,"Electricity and heat, Renewables, Buildings, Heating and cooling","Seeks to promote renewable power generation and energy efficiency. Has a reference to reducing greenhouse gas emissions.
Targets: 1) 15% increase in energy efficiency in the power sector until 2025 by 2025 against a 2009 baseline; 2) 15% of generation mix in 2025 (2600GWh), from which 400 MW wind, 160 MW geothermal and 6MW landfill gas by 2025 against a 2009 baseline; 3) 110,000 rural HH (45% of identified market potential) to be electrified Solar Home Systems until 2025 (installed capacity app. 5.5 MWp) by 2025 against a 2009 baseline; 4) Solar Water Heaters: 40% of market potential in 2025 (200,000 units) representing a saving potential of 457 GWh by 2025 against a 2009 baseline","Energy efficiency, Renewables",,In force,2009.0,,,Unknown,Mitigation,https://leap.unep.org/en/countries/ye/national-legislation/national-strategy-renewable-energy-and-energy-efficiency,"
          
  
    Name
              Share of renewables (%)
          

  
    Target year
              2020
          
Share of renewable in the energy mix
  
    Value
              14.65
          

      ",,YEM,"Seeks to promote renewable power generation and energy efficiency. Has a reference to reducing greenhouse gas emissions.
Targets: 1) 15% increase in energy efficiency in the power sector until 2025 by 2025 against a 2009 baseline; 2) 15% of generation mix in 2025 (2600GWh), from which 400 MW wind, 160 MW geothermal and 6MW landfill gas by 2025 against a 2009 baseline; 3) 110,000 rural HH (45% of identified market potential) to be electrified Solar Home Systems until 2025 (installed capacity app. 5.5 MWp) by 2025 against a 2009 baseline; 4) Solar Water Heaters: 40% of market potential in 2025 (200,000 units) representing a saving potential of 457 GWh by 2025 against a 2009 baseline Mitigation",0,
